,store_name,address,district,district_en
424,반포식스 대학로점,서울 종로구 동숭동 1-87,종로구,jongno_gu
425,더(The)드림한상,서울 서대문구 남가좌동 7-5,서대문구,seodaemun_gu
426,교토스시,서울 종로구 동숭동 1-152,종로구,jongno_gu
427,광화문등심당,서울 종로구 당주동 5,종로구,jongno_gu
428,정다담족발,서울 영등포구 신길동 4679,영등포구,yeongdeungpo_gu
429,얌얌집밥,서울 양천구 목동 923-14,양천구,yangcheon_gu
430,행컵,서울 양천구 목동 907-17,양천구,yangcheon_gu
431,유독,서울 종로구 동숭동 50-11,종로구,jongno_gu
432,에이엠 1995,서울 관악구 봉천동 7-273,관악구,gwanak_gu
433,라라본국,서울 마포구 합정동 427-7,마포구,mapo_gu
434,라화마라탕,서울 영등포구 대림동 836-2,영등포구,yeongdeungpo_gu
435,크랩회피쉬,서울 영등포구 대림동 603-34,영등포구,yeongdeungpo_gu
436,자매곱창,서울 양천구 신월동 55-16,양천구,yangcheon_gu
437,정가네 뽈테기 찜탕,서울 양천구 신월동 166-2,양천구,yangcheon_gu
438,착한고기,서울 양천구 신월동 96-4,양천구,yangcheon_gu
439,수상한파스타 상수본점,서울 마포구 상수동 314-8,마포구,mapo_gu
440,피자로뎀,서울 영등포구 대림동 909-44,영등포구,yeongdeungpo_gu
441,놀부부대찌개&철판구이,서울 영등포구 대림동 909-2,영등포구,yeongdeungpo_gu
442,쌀똑 핫도그 북가좌점,서울 서대문구 북가좌동 107-1,서대문구,seodaemun_gu
443,허가네행복찌개,서울 강서구 방화동 573-2,강서구,gangseo_gu
444,로꼬로꼬조개찜,서울 영등포구 영등포동3가 4-12,영등포구,yeongdeungpo_gu
445,김해숙들마루순대국,서울 양천구 신월동 113-28,양천구,yangcheon_gu
446,애리식당,서울 양천구 신월동 224-27,양천구,yangcheon_gu
447,가장맛있는족발,서울 마포구 상암동 2-93,마포구,mapo_gu
448,마녀의 컵플하우스,서울 영등포구 대림동 786-5,영등포구,yeongdeungpo_gu
449,달꿍,서울 성동구 하왕십리동 985,성동구,seongdong_gu
450,낭만 김치찌개,서울 강서구 등촌동 663-21,강서구,gangseo_gu
451,맛뿔감자탕,서울 영등포구 대림동 990-4,영등포구,yeongdeungpo_gu
452,달무리떡,서울 성동구 마장동 791-9,성동구,seongdong_gu
453,문래감자탕순대국,서울 영등포구 양평동2가 1-1,영등포구,yeongdeungpo_gu
454,마라전문 미메이라 홍제점,서울 서대문구 홍은동 41-1,서대문구,seodaemun_gu
455,달드,서울 성동구 하왕십리동 989-16,성동구,seongdong_gu
456,한사바리해장국 왕십리점,서울 성동구 하왕십리동 955-1,성동구,seongdong_gu
457,하노이의아침,서울 영등포구 여의도동 43-3,영등포구,yeongdeungpo_gu
458,인정푸드,서울 송파구 오금동 122-4,송파구,songpa_gu
459,노멀브런치(Normal Brunch),서울 용산구 용산동2가 1-402,용산구,yongsan_gu
460,오봉도시락영등포양평점,서울 영등포구 양평동3가 5-4,영등포구,yeongdeungpo_gu
461,신화불닭,서울 서대문구 창천동 53-3,서대문구,seodaemun_gu
462,홍대원조낙곱새,서울 서대문구 창천동 53-3,서대문구,seodaemun_gu
463,케이6송탄부대찌개,서울 양천구 목동 793-2,양천구,yangcheon_gu
464,도리식탁,서울 양천구 목동 923-14,양천구,yangcheon_gu
465,또오기찌개마을,서울 용산구 원효로1가 47-18,용산구,yongsan_gu
466,스낵서울,서울 종로구 삼청동 80-6,종로구,jongno_gu
467,종로바베큐보쌈,서울 종로구 효제동 233-2,종로구,jongno_gu
468,황금짜장,서울 관악구 봉천동 930-15,관악구,gwanak_gu
469,마라인마라탕마라샹궈,서울 광진구 중곡동 49-3,광진구,gwangjin_gu
470,부산에서한남까지 낙곱새 본점,서울 용산구 한남동 619-1,용산구,yongsan_gu
471,삼합당,서울 관악구 신림동 1433-67,관악구,gwanak_gu
472,누아젯,서울 관악구 봉천동 1625-23,관악구,gwanak_gu
473,쏠 파스타,서울 서초구 반포동 60-4,서초구,seocho_gu
474,국사랑 방배점,서울 서초구 방배동 1024-6,서초구,seocho_gu
475,153콩나물국밥,서울 광진구 자양동 226-6,광진구,gwangjin_gu
476,행복한과일,서울 송파구 송파동 121,송파구,songpa_gu
477,샹츠마라 구의 직영점,서울 광진구 구의동 252-43,광진구,gwangjin_gu
478,소림타운 광진점,서울 광진구 구의동 668,광진구,gwangjin_gu
479,모두뼈다귀감자탕,서울 강서구 화곡동 1006-9,강서구,gangseo_gu
480,마라영웅 영등포점,서울 영등포구 영등포동6가 4-2,영등포구,yeongdeungpo_gu
481,두찜 잠실새내점,서울 송파구 잠실동 213-4,송파구,songpa_gu
482,툇마루 연탄구이 한우한돈,서울 송파구 잠실동 179-1,송파구,songpa_gu
483,니하오마라탕,서울 종로구 교남동 36-3,종로구,jongno_gu
484,바다왕국,서울 송파구 가락동 18-13,송파구,songpa_gu
485,이태리식당,서울 광진구 화양동 23-1,광진구,gwangjin_gu
486,주식회사 제이푸디,서울 송파구 방이동 223-1,송파구,songpa_gu
487,라사천마라탕 방이점,서울 송파구 방이동 129-3,송파구,songpa_gu
488,라사천마라탕,서울 마포구 상암동 1293,마포구,mapo_gu
489,성균관감자탕,서울 종로구 명륜3가 118-3,종로구,jongno_gu
490,정성미역국 문정점,서울 송파구 문정동 652,송파구,songpa_gu
491,타이반쩜 신림점,서울 관악구 봉천동 492-12,관악구,gwanak_gu
492,타이반쩜 영등포점,서울 영등포구 대림동 784,영등포구,yeongdeungpo_gu
493,서라벌 김치찜,서울 마포구 창전동 438,마포구,mapo_gu
494,이화원 중식당,서울 영등포구 대림동 893-58,영등포구,yeongdeungpo_gu
495,원조감자탕 일미집 보라매점,서울 동작구 신대방동 395-69,동작구,dongjak_gu
496,죽도령 신정점,서울 양천구 신정동 1032-10,양천구,yangcheon_gu
497,구내식당,서울 마포구 망원동 57-194,마포구,mapo_gu
498,마약낙곱새 관악점,서울 관악구 봉천동 466-13,관악구,gwanak_gu
499,진전복삼계탕 대치점,서울 강남구 대치동 974,강남구,gangnam_gu
500,떡볶이 참 잘하는집 강남일원점,서울 강남구 일원동 682-7,강남구,gangnam_gu
501,복대감엔 볓짚구이마을,서울 강남구 일원동 666-9,강남구,gangnam_gu
502,와이제이컴퍼니,서울 서초구 서초동 1687-2,서초구,seocho_gu
503,왕십리곱창,서울 송파구 마천동 143-2,송파구,songpa_gu
504,소오,서울 서대문구 대현동 60-5,서대문구,seodaemun_gu
505,오엠지OMG 치킨앤샐러드,서울 강남구 대치동 1022-3,강남구,gangnam_gu
506,온솥 주식회사,서울 강남구 역삼동 724-36,강남구,gangnam_gu
507,낭만타코,서울 강남구 역삼동 736-58,강남구,gangnam_gu
508,아침점심저녁 본점,서울 강남구 역삼동 706-17,강남구,gangnam_gu
509,아침점심저녁 화곡점,서울 강서구 화곡동 347-2,강서구,gangseo_gu
510,스파게티스토리,서울 강남구 역삼동 752-53,강남구,gangnam_gu
511,앨리스핫도그,서울 강남구 논현동 108,강남구,gangnam_gu
512,뭐먹집,서울 강남구 삼성동 8-2,강남구,gangnam_gu
513,판다비즈,서울 강남구 역삼동 660-25,강남구,gangnam_gu
514,바로푸드,서울 강남구 역삼동 660-25,강남구,gangnam_gu
515,곰프레시,서울 강남구 역삼동 660-25,강남구,gangnam_gu
516,돌판장 주식회사,서울 용산구 한강로2가 2-352,용산구,yongsan_gu
517,곰푸드,서울 강남구 역삼동 660-25,강남구,gangnam_gu
518,이선생짜글이 우성사거리점,서울 서초구 서초동 1337-22,서초구,seocho_gu
519,찐하오 마라탕,서울 관악구 봉천동 1718,관악구,gwanak_gu
520,간지떡볶이 돈까스,서울 강남구 삼성동 8-2,강남구,gangnam_gu
521,묵찜빠강남점,서울 강남구 삼성동 8-2,강남구,gangnam_gu
522,주식회사 잇그린,서울 강남구 역삼동 624-14,강남구,gangnam_gu
523,배떡 교대점,서울 서초구 서초동 1639-3,서초구,seocho_gu
524,구름계란덮밥 강남점,서울 강남구 논현동 221-7,강남구,gangnam_gu
525,"동해, 김명자 낙지마당",서울 강남구 개포동 1228-4,강남구,gangnam_gu
526,그린레시피,서울 강남구 논현동 167-17,강남구,gangnam_gu
527,정담남원추어탕,서울 서초구 방배동 926-27,서초구,seocho_gu
528,신림동본가백순대,서울 관악구 봉천동 970-21,관악구,gwanak_gu
529,153구포국수 군자점,서울 광진구 군자동 467-3,광진구,gwangjin_gu
530,동남집 역삼점,서울 강남구 역삼동 647-6,강남구,gangnam_gu
531,분식저장소,서울 관악구 신림동 706-2,관악구,gwanak_gu
532,가우초 곱창 교대점,서울 서초구 서초동 1671-5,서초구,seocho_gu
533,태산에프비에스,서울 동작구 신대방동 686-48,동작구,dongjak_gu
534,육대장 푸줏간 이수역점,서울 동작구 사당동 89-6,동작구,dongjak_gu
535,한가어죽,서울 동작구 사당동 1007-13,동작구,dongjak_gu
536,돈맛탱,서울 관악구 신림동 1603-7,관악구,gwanak_gu
537,비어부르스(사당역점),서울 관악구 남현동 1061-1,관악구,gwanak_gu
538,혼다라멘,서울 광진구 구의동 246-71,광진구,gwangjin_gu
539,황토방,서울 관악구 봉천동 1597-7,관악구,gwanak_gu
540,밥한끼,서울 관악구 봉천동 1597-9,관악구,gwanak_gu
541,선궁,서울 강남구 역삼동 823,강남구,gangnam_gu
542,포68서울대입구역본점,서울 관악구 봉천동 859-33,관악구,gwanak_gu
543,엘 살루드,서울 종로구 숭인동 1425,종로구,jongno_gu
544,진전복삼계탕 압구정 직영점,서울 강남구 신사동 578-1,강남구,gangnam_gu
545,이엘포레스트,서울 강남구 역삼동 832-33,강남구,gangnam_gu
546,샹츠마라 어린이대공원점,서울 광진구 화양동 111-130,광진구,gwangjin_gu
547,매화식당,서울 송파구 삼전동 22-2,송파구,songpa_gu
548,(주)봉심컴퍼니,서울 종로구 명륜4가 70-3,종로구,jongno_gu
549,훌랄라치킨 행당1동점,서울 성동구 행당동 298-29,성동구,seongdong_gu
550,호호향,서울 송파구 잠실동 207-17,송파구,songpa_gu
551,반기돈,서울 송파구 잠실동 183-12,송파구,songpa_gu
552,코끼리 김밥,서울 성동구 하왕십리동 1066,성동구,seongdong_gu
553,김지영전집,서울 광진구 자양동 621-52,광진구,gwangjin_gu
554,다락,서울 성동구 홍익동 101-6,성동구,seongdong_gu
555,성수닭꼬치,서울 성동구 성수동2가 269-163,성동구,seongdong_gu
556,럼프슈가 (Lump Sugar),서울 성동구 용답동 65-6,성동구,seongdong_gu
557,상하이,서울 성동구 행당동 286-43,성동구,seongdong_gu
558,김영희 강남동태찜 이수점,서울 서초구 방배동 3001-2,서초구,seocho_gu
559,사천마라탕 방배점,서울 서초구 방배동 440-33,서초구,seocho_gu
560,뚱이네마라탕,서울 동작구 신대방동 644-7,동작구,dongjak_gu
561,태영중국요리,서울 동작구 신대방동 693-11,동작구,dongjak_gu
562,마라영웅 사당점,서울 동작구 사당동 218,동작구,dongjak_gu
563,잇덴굿 왕십리점,서울 성동구 행당동 192-29,성동구,seongdong_gu
564,알로하프룻,서울 성동구 하왕십리동 1066,성동구,seongdong_gu
565,남도 동백김밥 금호점,서울 성동구 금호동1가 167-49,성동구,seongdong_gu
566,두마리찜닭 두찜 동작노량진점,서울 동작구 노량진동 117-31,동작구,dongjak_gu
567,두찜 동작상도점,서울 동작구 상도1동 587,동작구,dongjak_gu
568,두마리찜닭 두찜 (강남세곡점),서울 강남구 자곡동 658,강남구,gangnam_gu
569,두마리찜닭두찜용산이태원점,서울 용산구 이태원동 341-4,용산구,yongsan_gu
570,레츠잇치킨,서울 성동구 성수동1가 656-630,성동구,seongdong_gu
571,소코아 뚝섬점,서울 성동구 성수동1가 656-1015,성동구,seongdong_gu
572,두찜 광진 구의점,서울 광진구 구의동 222-15,광진구,gwangjin_gu
573, 승리원,서울 성동구 성수동1가 656-435,성동구,seongdong_gu
574,세븐버거스 어 위크,서울 성동구 성수동1가 656-1036,성동구,seongdong_gu
575,두마리찜닭 두찜 한양대점,서울 성동구 행당동 39-3,성동구,seongdong_gu
576,짬뽕위에 더 짬뽕,서울 성동구 성수동1가 668-10,성동구,seongdong_gu
577,도우또 성수,서울 성동구 성수동1가 668-79,성동구,seongdong_gu
578,풀리너마이트 성수,서울 성동구 성수동1가 685-414,성동구,seongdong_gu
579,에디슨바이댄 성수점,서울 성동구 성수동1가 685-431,성동구,seongdong_gu
580,미미사천마라탕 봉천점,서울 관악구 봉천동 16-46,관악구,gwanak_gu
581,두찜 서초교대점,서울 서초구 서초동 1637-1,서초구,seocho_gu
582,우프,서울 성동구 성수동1가 668-81,성동구,seongdong_gu
583,명가,서울 성동구 하왕십리동 975-36,성동구,seongdong_gu
584,두찜 관악신림역점,서울 관악구 신림동 1629-1,관악구,gwanak_gu
585,광동성,서울 영등포구 신길동 73-15,영등포구,yeongdeungpo_gu
586,마라에 반하다,서울 관악구 신림동 1664-28,관악구,gwanak_gu
587,푸드카페(김밥천국),서울 성동구 성수동1가 656-940,성동구,seongdong_gu
588,쎄시봉in성수,서울 성동구 성수동1가 656-1069,성동구,seongdong_gu
589,두찜 서대문홍제점,서울 서대문구 홍은동 36-10,서대문구,seodaemun_gu
590,차이훙,서울 영등포구 문래동4가 7-2,영등포구,yeongdeungpo_gu
591,연변메밀냉면,서울 영등포구 대림동 1050-1,영등포구,yeongdeungpo_gu
592,내고향초두부,서울 영등포구 대림동 804-28,영등포구,yeongdeungpo_gu
593,샐러링 성수본점,서울 성동구 성수동2가 314-13,성동구,seongdong_gu
594,일월수제만두,서울 성동구 성수동2가 564-1,성동구,seongdong_gu
595,두찜-반포잠원점,서울 서초구 반포동 724-14,서초구,seocho_gu
596,두찜 강남대치점,서울 강남구 대치동 935-4,강남구,gangnam_gu
597,파머스포케 뚝섬역점,서울 성동구 성수동1가 8-33,성동구,seongdong_gu
598,도쎄멕시칸,서울 성동구 성수동1가 656-3,성동구,seongdong_gu
599,주식회사 엘더그룹,서울 성동구 성수동1가 668-124,성동구,seongdong_gu
600,샌드보이,서울 성동구 성수동1가 656-805,성동구,seongdong_gu
601,이흥부 족발,서울 성동구 성수동1가 13-144,성동구,seongdong_gu
602,그릭커 성수,서울 성동구 성수동1가 656-417,성동구,seongdong_gu
603,몽고 양다리 양갈비,서울 영등포구 대림동 1035-13,영등포구,yeongdeungpo_gu
604,포케올데이 성수점,서울 성동구 성수동2가 328-6,성동구,seongdong_gu
605,에이트,서울 성동구 성수동2가 273-13,성동구,seongdong_gu
606,청년다방 건대점,서울 광진구 자양동 9-3,광진구,gwangjin_gu
607,인생 차이나 1980,서울 강서구 화곡동 1111-4,강서구,gangseo_gu
608,소평루,서울 강서구 마곡동 784-4,강서구,gangseo_gu
609,화룡각,서울 강서구 등촌동 691-1,강서구,gangseo_gu
610,아토키토,서울 성동구 성수동2가 280-21,성동구,seongdong_gu
611,밥한민국,서울 강남구 논현동 148-13,강남구,gangnam_gu
612,한양꽃삼겹&곱창명가,서울 강남구 논현동 148-13,강남구,gangnam_gu
613,1982 한인타운 냉면&곰탕,서울 강남구 논현동 148-13,강남구,gangnam_gu
614,남라고항,서울 관악구 봉천동 30-3,관악구,gwanak_gu
615,마라영웅,서울 강서구 화곡동 1015-27,강서구,gangseo_gu
616,베이지크,서울 광진구 자양동 54-5,광진구,gwangjin_gu
617,알리타 유기농죽,서울 광진구 자양동 553-438,광진구,gwangjin_gu
618,천미식당,서울 광진구 자양동 829,광진구,gwangjin_gu
619,술이 있는 맛있는밥집,서울 성동구 마장동 335-4,성동구,seongdong_gu
620,락앤웍,서울 양천구 목동 923-12,양천구,yangcheon_gu
621,금문도,서울 송파구 석촌동 255-4,송파구,songpa_gu
622,중국 미식성,서울 송파구 장지동 881-5,송파구,songpa_gu
623,한낮의밤,서울 성동구 성수동2가 566-10,성동구,seongdong_gu
624,신(辛) 마라명가,서울 송파구 문정동 67-9,송파구,songpa_gu
625,반스런,서울 성동구 상왕십리동 811,성동구,seongdong_gu
626,까치산 냉면&김치찌개 본점,서울 강서구 화곡동 347-8,강서구,gangseo_gu
627,반이학생마라탕마라반,서울 서대문구 창천동 33-46,서대문구,seodaemun_gu
628,다복향 마라탕,서울 송파구 송파동 97-53,송파구,songpa_gu
629,탕화쿵푸 마라탕,서울 송파구 문정동 644-2,송파구,songpa_gu
630,탕라쿵부  마라탕,서울 송파구 마천동 190-35,송파구,songpa_gu
631,본능족으로 족발보쌈,서울 광진구 군자동 471-1,광진구,gwangjin_gu
632,백미향,서울 마포구 합정동 371-5,마포구,mapo_gu
633,주식회사 오픈팩토리,서울 관악구 봉천동 933-29,관악구,gwanak_gu
634,미소샌드위치&샐러드,서울 성동구 용답동 57-18,성동구,seongdong_gu
635,집밥쭈선생,서울 성동구 용답동 50-2,성동구,seongdong_gu
636,족팔계,서울 성동구 용답동 14-20,성동구,seongdong_gu
637,쪽선생,서울 성동구 용답동 12-2,성동구,seongdong_gu
638,산동성 중화요리,서울 양천구 신정동 202-7,양천구,yangcheon_gu
639,웨이웨이 핫도그,서울 양천구 신월동 237-13,양천구,yangcheon_gu
640,마라공방 아현점,서울 서대문구 북아현동 154-6,서대문구,seodaemun_gu
641,슬로우레빗,서울 성동구 용답동 70-9,성동구,seongdong_gu
642,한우공감,서울 성동구 용답동 56-11,성동구,seongdong_gu
643,지앤지푸드,서울 성동구 하왕십리동 1066,성동구,seongdong_gu
644,돌매등,서울 성동구 도선동 69,성동구,seongdong_gu
645,라피드몽,서울 성동구 금호동4가 1305-1,성동구,seongdong_gu
646,달콤테이블,서울 성동구 옥수동 250-7,성동구,seongdong_gu
647,소림마라 성동점,서울 성동구 옥수동 450-21,성동구,seongdong_gu
648,두찜 건대점,서울 광진구 자양동 7-13,광진구,gwangjin_gu
649,공주닭발 용산점,서울 용산구 한강로2가 71,용산구,yongsan_gu
650,문가네,서울 종로구 창신동 330-59,종로구,jongno_gu
651,동대문일품짜장면,서울 종로구 창신동 438-16,종로구,jongno_gu
652,찌개랑 고기랑,서울 종로구 창신동 339-1,종로구,jongno_gu
653,면을품은오구닭,서울 종로구 창신동 339-1,종로구,jongno_gu
654,레인보우포차 왕십리,서울 성동구 행당동 292-34,성동구,seongdong_gu
655,주식회사 금은보화,서울 강남구 역삼동 823,강남구,gangnam_gu
656,띵호와,서울 용산구 한강로1가 275,용산구,yongsan_gu
657,딘딘향마라탕&마라샹궈 논현점,서울 강남구 논현동 221-7,강남구,gangnam_gu
658,천린,서울 강남구 논현동 135-5,강남구,gangnam_gu
659,마라의신 대치점,서울 강남구 대치동 909-8,강남구,gangnam_gu
660,마라스타(마라STAR),서울 성동구 사근동 210-19,성동구,seongdong_gu
661,카츠쇼쿠도우 영등포구청점,서울 영등포구 당산동2가 165,영등포구,yeongdeungpo_gu
662,진전복삼계탕 강남구청점,서울 강남구 논현동 243-5,강남구,gangnam_gu
663,막주고퍼주고,서울 성동구 용답동 54-1,성동구,seongdong_gu
